test,predict
3.594333333,3.809427
3.756555556,3.464281
3.578666667,3.3376467
3.8262222219999997,3.6843834
3.568,3.5488591
3.4548888889999994,3.3737385
3.328888889,3.3856869
3.435555556,3.3951066
3.204111111,3.2830641
3.068444444,3.1061733
3.132333333,3.1119144
3.177444444,3.044081
3.168111111,2.9690228
3.5284444439999993,2.988787
3.7358888889999995,3.0414953
3.756444444,3.2214797
3.478,3.1094463
3.491555556,3.0564787
2.904555556,3.0486288
2.812444444,3.1050327
2.623222222,2.9892318
2.786333333,3.1065776
2.687777778,2.9705675
