test,predict
4.222,3.6053157
4.002444444,3.621533
3.968111111,3.6740298
3.682666667,3.4988372
3.523333333,3.2706673
3.397777778,3.1358812
3.394666667,3.0182166
3.356888889,3.1618578
3.368555556,2.9873867
3.2877499999999995,3.1170576
3.325333333,2.916301
3.407888889,2.9838076
3.1891111109999994,3.0436282
3.146,3.1475704
3.026111111,3.0136864
3.017888889,2.9585984
2.975,2.9836397
3.088555556,2.9363756
2.954666667,3.10656
3.045555556,3.225464
2.923111111,3.2413738
2.993111111,3.3493078
2.979,3.2018073
