test,predict
3.621444444,3.3343596
3.893555556,3.409523
3.872444444,3.7193155
3.478777778,3.739372
3.532222222,3.4625428
3.648,3.0514224
3.481777778,3.1063955
3.506666667,3.3457313
3.179333333,3.3365476
3.313111111,3.344432
3.300666667,3.160885
3.373333333,3.175352
3.3034444440000006,3.3635142
2.935666667,3.2943394
3.136444444,3.165798
3.193333333,2.959743
3.019444444,3.055166
2.970666667,2.925696
2.930666667,3.0810108
3.073555556,3.179918
3.0666666670000002,3.3717742
3.059333333,3.2259183
2.94,3.0230653
