test,predict
3.594333333,3.5291889
3.756555556,3.3330185
3.578666667,3.2692053
3.8262222219999997,3.444277
3.568,3.498477
3.4548888889999994,3.4897854
3.328888889,3.2801251
3.435555556,3.2594283
3.204111111,3.1504114
3.068444444,3.0989656
3.132333333,3.1671803
3.177444444,3.1251976
3.168111111,3.1077237
3.5284444439999993,3.08828
3.7358888889999995,2.978679
3.756444444,3.196993
3.478,3.1040993
3.491555556,3.1028085
2.904555556,3.0190542
2.812444444,3.1155593
2.623222222,3.070996
2.786333333,3.0745392
2.687777778,3.0042331
